ASIN,Price,Name,URL
B07HPD3638,14.99,Lock Laces (Elastic No Tie Shoe Laces) (Pack of 3),https://www.woot.com/offers/lock-laces-elastic-no-tie-shoe-laces-3pk-2?ref=mwj_cd_deal_6
B08X4YMTPM,139.99,JBL Charge 5 Portable Wireless IP67 Waterproof Bluetooth Speaker (Your Choice of Color),https://www.woot.com/offers/jbl-charge-5-bluetooth-speaker-10?ref=mwj_cd_deal_7
B01L1FFJIK,53.99,"TETON Sports Scout 3400 Internal Frame Backpack – Not Your Basic Backpack; High-Performance Backpack for Backpacking, Hiking, Camping; Sewn-in Rain Cover",https://www.woot.com/offers/teton-sports-scout-3400-internal-frame-backpack-55l-1?ref=mwj_cd_deal_8
B08WZJKBPG,299.99,Samsung HW-Q600A 3.1.2ch 360W Soundbar w/Dolby Atmos/DTS:X (2021),https://www.woot.com/offers/samsung-3-1-2ch-360w-soundbar-w-dolby-new?ref=mwj_cd_deal_11
B086Q9LCRF,19.99,"Altec Lansing Whisper Active Noise Cancelling Wireless Headphones, Black (MZX1003-BLK)",https://www.woot.com/offers/altec-lansing-whisper-anc-wireless-headphones-3?ref=mwj_cd_deal_12
B08QTMVP85,28.99,"Aduro PowerUp Trinity Pro 3 in 1 Wireless Charging Station, Black or White",https://www.woot.com/offers/aduro-3-in-1-wireless-charging-station-13?ref=mwj_cd_deal_1
B07HCPYNXQ,119.99,ReliefBand Anti-Nausea Wristbands: Your Choice,https://www.woot.com/offers/reliefband-anti-nausea-wristbands?ref=mwj_cd_deal_2
B0863TXGM3,179.99,Sony WH-1000XM4 Wireless Active Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control (Grade A Refurbished),https://www.woot.com/offers/sony-wh-1000xm4-wireless-anc-headphones-grade-a-refurbished-8?ref=mwj_cd_deal_3
B00OS7P1VE,365.99,"Little Giant Ladders Revolution M22 22-foot Multi-Position Aluminum Ladder with Ratchet Leg Levelers, Type 1A, 300 lbs weight rating (12022-801)",https://www.woot.com/offers/little-giant-revolution-22-multi-position-ladder-1?ref=mwj_cd_deal_4
B08WFK81RH,799.99,"LG OLEDC1AUB Alexa Built-in C1 Series 4K Smart OLED TV (2021) (48"". 55"" or 65"")",https://www.woot.com/offers/lg-alexa-c1-series-4k-smart-oled-tv-55-or-65z-4?ref=mwj_cd_deal_5
B07VHDT4CM,12.99,(2 Pack) Samsung USB-C to USB-C Cable,https://www.woot.com/offers/2-pack-samsung-usb-c-cable?ref=mwj_cd_deal_6
B09H92Z48S,109.99,Shark UV850 DuoClean Performance Lift-Away Upright Vacuum with Self-Cleaning Brushroll,https://www.woot.com/offers/shark-uv850-duoclean-lift-away-vacuum?ref=mwj_cd_deal_7
B01JT7RTOO,14.99,Style Asia GM8588 Bluetooth Smart Watch with Camera Sync to Android,https://www.woot.com/offers/bluetooth-smart-watch-for-android-54?ref=mwj_cd_deal_9
B01AUPA93M,13.99,Aduro PowerUp Solar 6000mAh Dual USB Backup Battery- (Your Choice: Color),https://www.woot.com/offers/aduro-6000mah-dual-usb-solar-backup-battery-10?ref=mwj_cd_deal_11
B09JL41N9C,134.99,"Beats Fit Pro True Wireless Active Noise Cancelling Earbuds, Apple H1 Headphone Chip, Compatible with Apple & Android, Class 1 Bluetooth, Built-in Microphone, 6 Hours of Listening Time (Grade A Refurbished)",https://www.woot.com/offers/beats-fit-pro-true-wireless-anc-earbuds-grade-a-refurbished?ref=mwj_cd_deal_1
B082VJDK44,4.84,Felt Furniture Pads X-PROTECTOR - 48 Premium Felt Pads Floor Protector Beige,https://www.woot.com/offers/felt-furniture-pads-x-protector-1?ref=mwj_cd_deal_3
B08VW898FS,1399.99,"Samsung LS03A Frame Series - 4K Quantum HDR Smart TV with Alexa Built-in (2021 Model) (NEW) (65"" or 75"")",https://www.woot.com/offers/samsung-ls03a-frame-series-4k-smart-tv-new-55-or-65z-5?ref=mwj_cd_deal_4
B07K4J1WCP,16.99,"Dove Original Aerosol Spray Deodorant & Anti-Perspirant, 5.07 Oz, 6-Pack",https://www.woot.com/offers/dove-original-aerosol-spray-deodorant-anti-perspirant-4?ref=mwj_cd_deal_6
B079HK4WTV,13.99,"Dove Roll Anti Perspirant 6 Variety, 1.7 Oz, 6-Pack",https://www.woot.com/offers/dove-roll-anti-perspirant-variety-6-pack-6?ref=mwj_cd_deal_7
B07N2B3HRP,29.99,Skullcandy Push True Wireless Earbuds - Psychotropical Teal,https://www.woot.com/offers/skullcandy-push-true-wireless-earbuds-4?ref=mwj_cd_deal_8
B07146L833,19.99,Under Armour Women's 1/2 Zip Pullover,https://www.woot.com/offers/under-armour-womens-1-2-zip-pullover-5?ref=mwj_cd_deal_9
10035,27.99,Fuji EnviroMAX Batteries,https://www.woot.com/offers/fuji-enviromax-batteries-40?ref=mwj_cd_deal_11
B0872Q33XV,9.99,AmazonBasics 10W Qi Certified Wireless Charging Pad,https://www.woot.com/offers/amazonbasics-10w-qi-wireless-charging-pad-6?ref=mwj_cd_deal_12
B01MY8XSY3,11.33,"TS FIT Monster Supplement, Medication Pill Dispenser with Compartment Labels - Extra Large Pill Container Handles Almost Any Supplement - Includes Premium Lifetime Subscription to Medisafe App",https://www.woot.com/offers/ts-fit-medication-pill-dispenser-3?ref=mwj_cd_deal_1
B08BXX69K4,124.99,"Ninja DT201Foodi 10-in-1 XL Pro Air Fry Digital Countertop Convection Toaster Oven, Scratch & Dent",https://www.woot.com/offers/ninja-foodi-10-in-1-toaster-oven-sd?ref=mwj_cd_deal_2
B0779GRFWF,669.99,Yamaha TSR-700 7.1 Channel AV Receiver with 8K HDMI and MusicCast & Klipsch Reference 5.1 Channel Surround Sound System Bundle,https://www.woot.com/offers/yamaha-tsr-700-klipsch-sound-system-bundle-3?ref=mwj_cd_deal_3
B003VKFDEO,44.99,"HomeRight C800766 HomeRight Finish Max Paint Sprayer HVLP Electric Spray Gun, 1 Nozzle Sprays All, Superior Brass Spray Tip, 3 Spray Patterns",https://www.woot.com/offers/homeright-finish-max-paint-sprayer?ref=mwj_cd_deal_4
B07CMN7DCX,13.99,Apple Lightning to USB-C Cable (1M) (1pk or 2pk),https://www.woot.com/offers/apple-lightning-to-usb-c-cable-1m-1pk-or-2pk-2?ref=mwj_cd_deal_5
B08FRH8FX2,10.99,Hammerhead Rechargeable 4V Cordless Screwdriver with 9pcs Bit,https://www.woot.com/offers/hammerhead-hammerhead-rechargeable-4v-cordless-scre?ref=mwj_cd_deal_6
B07W5YJ6PW,55.99,InvoSpa Foot & Calf Air Compression Massager w/ Controller,https://www.woot.com/offers/invospa-foot-calf-massager-w-controller-5?ref=mwj_cd_deal_7
B088HJX4KQ,3039.99,"Samsung QLED The Terrace Outdoor TV - 4K UHD Direct Full Array 16X Quantum HDR 32X Smart TV with Alexa Built-in (2020 Model), Size of Choice",https://www.woot.com/offers/samsung-qled-the-terrace-outdoor-4k-tv-2020-model-2?ref=mwj_cd_deal_8
B09GJVTRNZ,99.99,"JBL Flip 6 Portable Bluetooth Speaker, IPX7 Waterproof, 12 Hours of Playtime, JBL PartyBoost for Multiple Speaker Pairing",https://www.woot.com/offers/jbl-flip-6-portable-bluetooth-speaker-2?ref=mwj_cd_deal_9
B094242FV1,99.99,Samsung Galaxy Buds2 True Wireless Active Noise Cancelling Earbuds,https://www.woot.com/offers/samsung-galaxy-buds2-true-wireless-anc-earbuds-9?ref=mwj_cd_deal_10
B00TREI0D4,99.99,"Apple 9.7"" iPad Air 2nd Gen (2014), Scratch & Dent",https://www.woot.com/offers/apple-9-7-ipad-air-2-2014-sd-7?ref=mwj_cd_deal_11
B07SJJ7FTJ,99.99,Apple AirPods 2 Wireless Charging Case (Refurbished),https://www.woot.com/offers/apple-airpods-2-wireless-charging-case-refurbished-6?ref=mwj_cd_deal_1
B085L5L7B1,399.99,"Samsung 32"" The Frame QLED LS03 Series - LED Quantum HDR Smart TV with Alexa Built-in (2020 Model) (New Condition)",https://www.woot.com/offers/samsung-32-the-frame-qled-ls03-series-smart-tv-new-condition-4?ref=mwj_cd_deal_3
B00BEV049Q,17.99,"Solo New York Ace Slim Brief Laptop Briefcase, Black",https://www.woot.com/offers/solo-new-york-ace-slim-brief-laptop-briefcase-black?ref=mwj_cd_deal_4
B075SHZQ4M,10.77,"FAB Starpoint Disney Beauty and the Beast Chip Mug with Gold Foil Printing, Multicolor, 8 Ounces",https://www.woot.com/offers/disney-beauty-and-the-beast-chip-mug-8?ref=mwj_cd_deal_5
B08FDG42VZ,134.99,"Ice Maker Machine for Countertop, 33 lbs Bullet Ice Cube in 24H, 9 Ice Cubes Ready in 7-10 Minutes, 2.8L Ice Maker Machine with Ice Scoop and Basket",https://www.woot.com/offers/dreamiracle-2-8l-ice-maker-machine-6?ref=mwj_cd_deal_7
B08BJFRS78,18.99,Samsung Qi Wireless Charger and UV Sanitizer - US Version,https://www.woot.com/offers/samsung-wireless-charger-uv-sanitizer-8?ref=mwj_cd_deal_8
B084LLD3PH,49.99,"CoolerMaster MLW-D24M-A18PC-R2 MASTERLIQUID ML240L V2 RGB, Close-Loop AIO CPU Liquid Cooler, 3rd Gen Dual Chamber Pump, 240 Radiator, SickleFlow 120mm for AMD Ryzen/Intel 1151, 1200",https://www.woot.com/offers/coolermaster-masterliquid-ml240l-v2-aio-4?ref=mwj_cd_deal_9
B09C2KHWL8,19.99,(2 Pack) Philips ActionFit in-Ear Wireless Headphones with IPX2 Sweat-Proof Design,https://www.woot.com/offers/2-pack-philips-actionfit-in-ear-wireless-headphones?ref=mwj_cd_deal_10
B08M49BT3B,99.99,Corsair 5000D Tempered Glass Mid-Tower ATX PC Case (Your Choice: Color),https://www.woot.com/offers/corsair-tempered-glass-mid-tower-atx-case-6?ref=mwj_cd_deal_11
B074S9BJ6B,35.99,InvoSpa Shiatsu Back Neck and Shoulder Massager with Heat: Your Choice Color,https://www.woot.com/offers/invospa-shiatsu-neck-and-shoulder-massager-27?ref=mwj_cd_deal_12
B09J8CS83L,55.99,InvoSpa Shiatsu Deep Knead Foot Massager w/ Heat,https://www.woot.com/offers/invospa-shiatsu-deep-knead-foot-massager-2?ref=mwj_cd_deal_2
B082RC8YDN,20.99,"Qusleep Diamond Weighted Blanket - (Grey, 60''80'' 15LB)",https://www.woot.com/offers/qusleep-diamond-weighted-blanket?ref=mwj_cd_deal_3
B089TQ82WT,99.99,"Ninja FG551 Foodi Smart XL 6-in-1 Indoor Grill, Scratch & Dent",https://www.woot.com/offers/ninja-fg551-foodi-xl-6-in-1-indoor-grill-sd-7?ref=mwj_cd_deal_4
B08FRGQVDW,21.99,Hammerhead 20V 2-Speed Cordless Drill Driver Kit with 1.5Ah Battery and Charger - HCDD201,https://www.woot.com/offers/hammerhead-20v-2-speed-cordless-drill-kit-4?ref=mwj_cd_deal_5
B014BXOO80,35.52,Linon Claridge 26in Bar Stool in Blue,https://www.woot.com/offers/linon-claridge-26in-bar-stool-1?ref=mwj_cd_deal_6
B09H8M5YG1,79.99,"Shark UV725 Navigator Lift-Away with Self Cleaning Brushroll Upright Vacuum with HEPA Filter, Gray",https://www.woot.com/offers/shark-navigator-uv725-upright-vacuum-6?ref=mwj_cd_deal_7
X0028RY2L7,109.99,"Ring Spotlight Cam, Your Choice",https://www.woot.com/offers/ring-spotlight-cam-your-choice-14?ref=mwj_cd_deal_9
B0968KV561,22.99,"CSS Single Serve Coffee Maker, K-Cup Coffee Pod Brewer, 10 oz Brew Size, Mini Coffee Maker for Coffee Capsule, One-Button Operation and Auto Off, Stainless Steel",https://www.woot.com/offers/carl-schmidt-sohn-single-serve-coffee-maker-1?ref=mwj_cd_deal_1
B08PMVBCZ5,24.99,"Plantronics BLACKWIRE 3320, BW3320 USB-A",https://www.woot.com/offers/plantronics-blackwire-3320-bw3320-usb-a-5?ref=mwj_cd_deal_2
B07WKS9C9H,79.99,JBL Flip 5 Waterproof Portable Bluetooth Speaker (Grade A Refurbished) - Your Choice of Color,https://www.woot.com/offers/jbl-flip-5-bluetooth-speaker-grade-a-refurbished-9?ref=mwj_cd_deal_4
B08V39W74P,2299.99,"SAMSUNG 75-Inch Class Neo QLED QN90A Series - 4K UHD Quantum HDR 32x Smart TV with Alexa Built-in (QN75QN90AAFXZA, 2021 Model)",https://www.woot.com/offers/samsung-75-inch-class-neo-qled-qn90a-series-2?ref=mwj_cd_deal_5
,21.99,"Kathy Ireland 6-Piece Smart Sheet Sets w/ Side Pocket, Your Choice",https://www.woot.com/offers/kathy-ireland-sheet-sets-w-side-pocket-12?ref=mwj_cd_deal_8
B09CV89YNV,25.99,Tregini Premium Luxury Bathtub Tray Caddy,https://www.woot.com/offers/tregini-premium-luxury-bathtub-tray-caddy?ref=mwj_cd_deal_7
B08GHDKMGR,8.99,Aduro Elevate Adjustable Height Tablet/Phone Holder (Your Choice: Color),https://www.woot.com/offers/aduro-elevate-adjustable-tablet-holder-2?ref=mwj_cd_deal_8
B07WCQVV71,29.22,LAZLE Blood Pressure Monitor - Automatic Upper Arm Accurate Adjustable Digital BP Cuff Kit,https://www.woot.com/offers/lazle-blood-pressure-monitor-4?ref=mwj_cd_deal_9
B014EUQOGK,26.99,Logitech K400 Plus Wireless Touch TV Keyboard with Easy Media Control and Built-In Touchpad,https://www.woot.com/offers/logitech-k400-wireless-touch-keyboard-16?ref=mwj_cd_deal_10
B007PJ4PN2,24.99,"Logitech K360 Wireless USB Desktop Keyboard — Compact Full Keyboard, 3-Year Battery Life (Glossy Black)",https://www.woot.com/offers/logitech-k360-wireless-usb-keyboard-3?ref=mwj_cd_deal_11
B07CHJB24M,14.99,"Star Wars 3D Illusion Decorative Lights, Your Choice",https://www.woot.com/offers/star-wars-3d-illusion-decorative-lights-6?ref=mwj_cd_deal_12
B099XC14JD,23.99,"Dearfoams Men's Thompson Microsuede Memory Foam Clog Slipper, Coffee, Large",https://www.woot.com/offers/dearfoams-mens-thompson-memory-foam-clog-slipper-1?ref=mwj_cd_deal_1
B00AATR1T4,19.99,Telic Unisex Energy Flip Flop Sandals,https://www.woot.com/offers/telic-unisex-energy-flip-flop-sandals-3?ref=mwj_cd_deal_3
B08DVYMJTW,13.4,"BELLA Double Tier Egg Cooker, Black",https://www.woot.com/offers/bella-double-tier-egg-cooker-black?ref=mwj_cd_deal_5
B07W7MYTGF,12.99,"One For All Amplified HDTV Antenna for 1080P 4K Free TV Channels, 50 Miles Long Reception Range, Model 16424",https://www.woot.com/offers/one-for-all-amplified-hdtv-antenna-model-16424z-1?ref=mwj_cd_deal_6
B08FJHDVBD,55.99,InvoSpa Muscle Therapy Hand Held Pro Massage Gun w/ 20 Adjustable Speeds & 6 Massage Heads,https://www.woot.com/offers/invospa-20-speed-massage-gun-6-heads-8?ref=mwj_cd_deal_7
B01NBOTA4G,8.93,Tetherball Premium Grade w/ Rope Full Size Playground for Kids (Yellow),https://www.woot.com/offers/tetherball-premium-grade-2?ref=mwj_cd_deal_10
B07WFXNWZM,369.99,"JBL Bar 5.1 - Soundbar with MultiBeam™ Sound Technology, 4K and 10"" Wireless Subwoofer (NEW)",https://www.woot.com/offers/jbl-bar-5-1-soundsystem-w-subwoofer-new-2?ref=mwj_cd_deal_11
B07QT8RTV2,379.99,"Apple iPad Pro (2018) 11"" Tablet, Wi-Fi Only - (Your Choice: Model -- Color, Capacity) (Scratch & Dent)",https://www.woot.com/offers/apple-ipad-pro-11-tablet-2018-sd-5?ref=mwj_cd_deal_12
B00II6QJPS,9.99,Aduro AquaSound Waterproof Wireless Shower Speaker (Your Choice: Color),https://www.woot.com/offers/aduro-aquasound-waterproof-wireless-shower-speaker-8?ref=mwj_cd_deal_2
B01L7PSJFO,62.99,Bose SoundSport Wireless Headphones (Grade A Refurbished),https://www.woot.com/offers/bose-soundsport-wireless-headphones-grade-a-refurbished-1?ref=mwj_cd_deal_4
B07FXRMFW9,29.99,"Logitech G600 MMO Gaming Mouse, RGB Backlit, 20 Programmable Buttons",https://www.woot.com/offers/logitech-g600-mmo-gaming-mouse-2?ref=mwj_cd_deal_6
B092C5CX71,99.99,JBL LIVE PRO+ True Wireless Adaptive Noise Cancelling Bluetooth Headphones with Wireless Charging,https://www.woot.com/offers/jbl-live-pro-true-wireless-anc-bluetooth-headphones-2?ref=mwj_cd_deal_7
B01873TZRK,7.99,Logitech iPad Air 2 Hinge Flex Case - Black,https://www.woot.com/offers/logitech-ipad-air-2-hinge-flex-case-black-1?ref=mwj_cd_deal_8
B08C8YT2Z7,12.99,Aduro PowerUp Squared 3 Outlet & 3 USB Charging Station - Your Choice Color),https://www.woot.com/offers/aduro-powerup-squared-outlet-usb-charging-station-13?ref=mwj_cd_deal_9
B07QK2SPP7,99.99,JBL Flip 5 Waterproof Portable Bluetooth Speaker,https://www.woot.com/offers/jbl-flip-5-waterproof-portable-bluetooth-speaker-27?ref=mwj_cd_deal_10
B08L5M9BTJ,28.99,Apple 20W USB-C Power Adapter + Apple Lightning to USB-C Cable (1M) Bundle,https://www.woot.com/offers/apple-20w-usb-c-power-adapter-apple-lightning-to-usb-c-cable-1m-bundle-2?ref=mwj_cd_deal_11
B07Y15ZZKD,14.99,ACDelco UltraMAX 40 Battery Combo Pack (20 AA & 20 AAA),https://www.woot.com/offers/acdelco-ultramax-40-battery-aaaaa-combo-pack-10?ref=mwj_cd_deal_1
B07CJBK1J3,11.99,Yeidid Inside Out Crystals Hoops Made With Swarovski Elements,https://www.woot.com/offers/yeidid-inside-out-crystals-hoops-swarovski?ref=mwj_cd_deal_2
B089B7LX7N,84.99,"Samsung Galaxy Buds Live, True Wireless Earbuds w/Active Noise Cancelling",https://www.woot.com/offers/samsung-galaxy-buds-live-wireless-earbuds-22?ref=mwj_cd_deal_3
B00ZV9RDKK,12.99,"Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation (Includes 1st Gen Alexa Voice Remote)",https://www.woot.com/offers/fire-tv-stick-with-alexa-voice-remote-13?ref=mwj_cd_deal_5
B00MH4QKP6,8.49,"AmazonBasics 12-Pack D Cell All-Purpose Alkaline Batteries, 5-Year Shelf Life",https://www.woot.com/offers/amazonbasics-12pk-d-alkaline-batteries-7?ref=mwj_cd_deal_6
B086H6NNK2,89.99,"Altec Lansing Mix 2.0 Boombox - Bluetooth Wireless Speaker, IP67 Waterproof, Floatable, Portable, Strong Bass, Rich Stereo Sound, 100ft Wireless Range",https://www.woot.com/offers/altec-lansing-mix-2-0-boombox-bluetooth-speaker-2?ref=mwj_cd_deal_7
B079TLV1WW,159.99,Beats Studio3 Active Noise Cancelling Wireless Headphones (Grade A Refurbished),https://www.woot.com/offers/beats-studio3-anc-wireless-headphones-grade-a-refurbished-3?ref=mwj_cd_deal_10
B096WNZ94Y,539.99,"Lenovo IdeaCentre AIO 3i 24"" All-in-One Computer, Intel Core i3-10100T, FHD Display, 8GB RAM, 1TB HDD, 256GB SSD, DVD RW Drive, Windows 10 Home",https://www.woot.com/offers/lenovo-ideacentre-aio-3i-24-all-in-one-4?ref=mwj_cd_deal_12
B07MBPL2HV,22.99,"Bamboo Comfort Bamboo Memory Foam Pillow, Your Choice",https://www.woot.com/offers/bamboo-comfort-memory-foam-pillow-28?ref=mwj_cd_deal_3
B0748G1QLP,109.99,Bose SoundSport Free True Wireless Earbuds (Grade A Refurbished),https://www.woot.com/offers/bose-soundsport-free-true-wireless-earbuds-grade-a-refurbished-4?ref=mwj_cd_deal_4
B07SNGPSBM,49.99,Home Magnetics Framed Magnetic USA or World Map Art w/ 20 Bonus Magnets,https://www.woot.com/offers/framed-magnetic-usa-or-world-map-art-3?ref=mwj_cd_deal_5
B07HZ5N8QT,39.99,Razer Nari Essential Wireless 7.1 Surround Sound Gaming Headset: THX Spatial Audio - Auto-Adjust Headband & Swivel Cups - Auto-Adjust - Flip Mic - for PC & PS4 Only,https://www.woot.com/offers/razer-nari-essential-gaming-headset-31?ref=mwj_cd_deal_6
B06XJ9D5ZF,29.99,Victrola Vintage 3-Speed Bluetooth Portable Suitcase Record Player with Built-in Speakers & Upgraded Turntable Audio Sound,https://www.woot.com/offers/victrola-3-speed-bluetooth-suitcase-record-player-15?ref=mwj_cd_deal_7
B07D3ZH8R6,20.99,"Aduro 20,000mAh Dual USB Powerbank - White or Black",https://www.woot.com/offers/aduro-20-000mah-dual-usb-powerbank-white-or-black-17?ref=mwj_cd_deal_9
B00KA716II,9.43,Shoe Deodorizer and Foot Spray,https://www.woot.com/offers/shoe-deodorizer-and-foot-spray-3?ref=mwj_cd_deal_10
B08B1TYB6V,19.99,Sun Joe Auto Joe AJV1000 Handheld Cordless Vacuu,https://www.woot.com/offers/sun-joe-auto-joe-ajv1000-handheld-cordless-vacuu?ref=mwj_cd_deal_11
B000E36098,13.99,"General Tools 833 Plastic Contour Gauge, Profile Gauge, Shape Duplicator, 10-Inch (254mm), Precisely Copy Irregular Shapes For Perfect Fit and Easy Cutting",https://www.woot.com/offers/general-tools-plastic-contour-gauge-1?ref=mwj_cd_deal_12
B09C8LSFTT,29.99,"TTKK M2 12V Portable Air Compressor Pump Vehicle Tire Inflator w/ Digital Pressure Gauge For Cars, Bikes, and More",https://www.woot.com/offers/12v-portable-air-compressor-pump-3?ref=mwj_cd_deal_3
B09H925XN4,99.99,"Shark UV580 Corded Stick Vacuum Performance Ultralight DuoClean with Self-Cleaning Brushroll, Removable Handheld, Blue, Refurbished",https://www.woot.com/offers/shark-uv580-corded-stick-vacuum-1?ref=mwj_cd_deal_4
B08X28L45S,15.07,Pressman Retro Style Large Numbers Rummikub Game,https://www.woot.com/offers/pressman-rummikub-game?ref=mwj_cd_deal_5
B08ZJ6DQNY,39.99,Sony SRS-XB13 Extra BASS Wireless Portable Compact Speaker IP67 Waterproof Bluetooth (Grade A Refurbished),https://www.woot.com/offers/sony-srs-xb13-extra-bass-wireless-compact-speaker-grade-a-refurbished-1?ref=mwj_cd_deal_7
B076FPT78K,36.99,"Secura Air Fryer XL 5.3 Quart 1700-Watt Electric Hot Air Fryers Oven Oil Free Nonstick Cooker w/Recipes for Frying, Roasting, Grilling, Baking (Silver)",https://www.woot.com/offers/secura-air-fryer-xl-5-3-quart-1700-watt-3?ref=mwj_cd_deal_9
B0898BXZXZ,11.99,"Amazon Basics Tritan Plastic Glasses, Set of 4: Your Choice",https://www.woot.com/offers/tritan-plastic-glasses-your-choice?ref=mwj_cd_deal_11
B09BXN6LK3,26.99,"Rocketbook Smart Reusable Academic Planner for Students and Teachers, Includes 13 page types, Letter Size (8.5"" x 11"")",https://www.woot.com/offers/rocketbook-academic-planner-letter-size-3?ref=mwj_cd_deal_12
B08TTL6WWQ,10.99,"Star Wars Cuutopia 10-inch Grogu Plush, Soft Rounded Pillow Doll Inspired The Mandalorian ‘The Child’ Character, Collectible Gift for Kids & Fans Ages 3 Years Old & Up HBW82",https://www.woot.com/offers/star-wars-the-mandalorian-10-inch-plush?ref=mwj_cd_deal_1
B08L5VFGJP,8.99,Aduro U-Rise Steel Foldable Aluminum Desktop Phone Stand (Your Choice: Color),https://www.woot.com/offers/aduro-u-rise-steel-foldable-aluminum-desktop-phone-stand-8?ref=mwj_cd_deal_2
B01FV2HJGE,9.99,Aduro Solid Grip Gooseneck Tablet Mount - Black or White,https://www.woot.com/offers/aduro-solid-grip-gooseneck-tablet-mount-28?ref=mwj_cd_deal_3
B084SSJK4R,24.99,"Bakugan, Armored Alliance Unbox & Brawl Pack with 6 Exclusive Bakugan, for Kids Aged 6 and up, Amazon Exclusive",https://www.woot.com/offers/bakugan-armored-alliance-brawl-pack?ref=mwj_cd_deal_5
B083ZKWD1R,25.99,"eco4life Wireless Smart Power Strip (4 Outlets, 4 USB Ports)",https://www.woot.com/offers/wireless-smart-power-strip-4-outlets-4-usb-ports-6?ref=mwj_cd_deal_7
